fond_code,inv_code,page,complex,opys,title,info,year_start,year_end,pdf_urls
Р95,1В,opisi-2,2-118,1,Безперервно потокова лінія для обробки гранул капронової смоли з екстрактором і сушаркою безперервної дії,"к. 2-118, од.зб. 1-15;16-531",1966,1975,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-115_1__2-116_1__2-117_1__2-118_1_1-15.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-118_1_16-531.pdf
Р96,1,opisi-2,2-119,1,Комплексно-механізована лінія виробництва порошків кремнемідних сплавів,"к. 2-119, од.зб. 1-99",1962,1962,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-119_1__2-120_1__2-121_1__2-122_1__2-123_1__2-124_1__2-128_1.pdf
Р96,1А,opisi-2,2-120,1,Однопозиційні кокільні машини,"к. 2-120, од.зб. 1-71",1962,1967,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-119_1__2-120_1__2-121_1__2-122_1__2-123_1__2-124_1__2-128_1.pdf
Р96,1Б,opisi-2,2-121,1,Стрижневий автомат з продувкою СО2,"к. 2-121, од.зб. 1-138",1961,1964,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-119_1__2-120_1__2-121_1__2-122_1__2-123_1__2-124_1__2-128_1.pdf
Р96,1В,opisi-2,2-122,1,Карусельні кокільні машини,"к. 2-122, од.зб. 1-255",1962,1964,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-119_1__2-120_1__2-121_1__2-122_1__2-123_1__2-124_1__2-128_1.pdf
Р96,1Г,opisi-2,2-123,1,Установки для модифікування рідкого чавуну магнієм,"к. 2-123, од.зб. 1-192",1959,1965,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-119_1__2-120_1__2-121_1__2-122_1__2-123_1__2-124_1__2-128_1.pdf
Р96,1Ґ,opisi-2,2-124,1,"Лінія для отримання листів, стрічок, припоїв і порошків з деформованих сплавів","к. 2-124, од.зб. 1-92",1955,1961,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-119_1__2-120_1__2-121_1__2-122_1__2-123_1__2-124_1__2-128_1.pdf
Р86,1,opisi-2,2-125,1,Мотобур Д-10,"к. 2-125, од.зб. 1-24",1960,1961,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-125_1__2-126_1.pdf
Р86,1А,opisi-2,2-126,1,Верстати для буріння,"к. 2-126, од.зб. 1-100",1959,1972,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-125_1__2-126_1.pdf
Р91,1,opisi-2,2-127,1,Обладнання для процесів виготовлення електродвигунів,"к. 2-127, од.зб. 1-397;398-740",1960,1977,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-127_1_1-397.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-127_1_398-740.pdf
Р96,1Д,opisi-2,2-128,1,Агрегат розливання ферохрому,"к. 2-128, од.зб. 1-31",1959,1965,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-119_1__2-120_1__2-121_1__2-122_1__2-123_1__2-124_1__2-128_1.pdf
Р77,1Є,opisi-2,2-129,1,Керувальна обчислювальна машина «Ангара»,"к. 2-129, од.зб. 1-376;377-852",1964,1972,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-129_1_1-376.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-129_1_377-852.pdf
Р61,1,opisi-2,2-130,1,Автоматизований комплекс КМ-87А,"к. 2-130, од.зб. 1-268",1972,1983,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-130_1__2-131_1__2-132_1_1-3.pdf
Р61,1А,opisi-2,2-131,1,"Прилади зв’язку «Лава-штрек» типу «Сигма» для шахт, що розробляють великі пласти","к. 2-131, од.зб. 1-116",1974,1978,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-130_1__2-131_1__2-132_1_1-3.pdf
Р61,1Б,opisi-2,2-132,1,Апаратура типу УМС-2 керування та реверсування приводу струга,"к. 2-132, од.зб. 1-3;4-131",1971,1978,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-130_1__2-131_1__2-132_1_1-3.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-132_1_4-131__2-133_1__2-135_1__2-136_1__2-137_1.pdf
Р61,1В,opisi-2,2-133,1,Система дистанційного та автоматизованого керування типу САУБ для бурильних машин БГА,"к. 2-133, од.зб. 1-41",1973,1975,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-132_1_4-131__2-133_1__2-135_1__2-136_1__2-137_1.pdf
Р97,1,opisi-2,2-134,1,Колекція коксового обладнання,"к. 2-134, од.зб. 1-440;441-849;850-1357",1950,1973,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-134_1_1-440.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-134_1_441-849.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-134_1_850-1357.pdf
Р61,1Г,opisi-2,2-135,1,Апаратура типу КРОС автоматизованого секційного зрошення стругової установки УСБ67; УСТ2А,"к. 2-135, од.зб. 1-53",1973,1982,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-132_1_4-131__2-133_1__2-135_1__2-136_1__2-137_1.pdf
Р61,1Ґ,opisi-2,2-136,1,Система автоматизованого керування типу САУК комбайнами 1ГШ68 та КШ-3М,"к. 2-136, од.зб. 1-86",1973,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-132_1_4-131__2-133_1__2-135_1__2-136_1__2-137_1.pdf
Р61,1Д,opisi-2,2-137,1,Автоматизоване кріплення М87ДГА з груповим керуванням із лави. Електроапаратура керування кріпленням,"к. 2-137, од.зб. 1-56",1972,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-132_1_4-131__2-133_1__2-135_1__2-136_1__2-137_1.pdf
Р26,1Б,opisi-2,2-138,1,Колісний сільськогосподарський садово-городній реверсивний трактор малої потужності марки «ДТ-14»,"к. 2-138, од.зб. 1-281",1954,1977,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-138_1.pdf
Р23,1Е,opisi-2,2-139,1,Гідравлічний механізм подачі Г-352,"к. 2-139, од.зб. 1-51",1966,1968,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-139_1__2-140_1.pdf
Р23,1Є,opisi-2,2-140,1,Комплекс обладнання для нагнітання води у вугільні пласти 2 УГН,"к. 2-140, од.зб. 1-78",1970,1979,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-139_1__2-140_1.pdf
Р73,1Е,opisi-2,2-141,1,Лупа часу ЛВ-05,"к. 2-141, од.зб. 1-216",1971,1978,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-141_1.pdf
Р88,1Ґ,opisi-2,2-142,1,Автоматизована система визначення теоретичної ваги прокату,"к. 2-142, од.зб. 1-35",1975,1976,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-142_1__2-143_1__2-144_1.pdf
Р88,1Д,opisi-2,2-143,1,Гама-рівномір металу «ГУМ-003М»,"к. 2-143, од.зб. 1-58",1965,1966,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-142_1__2-143_1__2-144_1.pdf
Р88,1Е,opisi-2,2-144,1,Система автоматичного контролю та регулювання розподілу природного газу по фурмах доменної печі,"к. 2-144, од.зб. 1-62",1972,1975,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-142_1__2-143_1__2-144_1.pdf
Р108,1,opisi-2,2-145,1,Колекція вантажного та пасажирського водного транспорту,"к. 2-145, од.зб. 1-665;666-1372;1373-2083;2084-2635",1935,1966,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_1_1-665.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_1_666-1372.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_1_1373-2083.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_1_2084-2635.pdf
Р108,2,opisi-2,2-145,2,Колекція вантажного та пасажирського водного транспорту,"к. 2-145, од.зб. 2636-3288;3289-3864;3865-4516;4517-5303",1936,1960,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_2_2636-3288.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_2_3289-3864.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_2_3865-4516.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_2_4517-5303.pdf
Р108,3,opisi-2,2-145,3,Колекція вантажного та пасажирського водного транспорту,"к. 2-145, од.зб. 5304-5787;5788-6326;6327-6858;6859-7420",1934,1967,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_3_5304-5787.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_3_5788-6326.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_3_6327-6858.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_3_6859-7420.pdf
Р104,1,opisi-2,2-146,1,Напівавтомат для плазмового зварювання,"к. 2-146, од.зб. 1-42",1968,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-146_1.pdf
Р71,1,opisi-2,2-147,1,Засоби механізації та автоматизації підземного гідравлічного видобутку вугілля,"к. 2-147, од.зб. 1-189",1962,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-147_1.pdf
Р184,1,opisi-2,2-148,1,Автомат для шліфування електрощіток середніх розмірів моделі В3-26,"к. 2-148, од.зб. 1-11",1955,1971,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-148_1__2-241_1.pdf
Р92,1,opisi-2,2-149,1,Уніфікована система автоматичного дистанційного керування,"к. 2-149, од.зб. 1-22",1974,1974,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-149_1.pdf
Р9,1,opisi-2,2-150,1,Дослідний пристрій автоматизованого дистанційного керування електровозом гасильного вагону батареї 9/10,"к. 2-150, од.зб. 1-162",1970,1974,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-150_1.pdf
Р26,1В,opisi-2,2-151,1,Гусеничний трактор ХТЗ-НАТИ-1 TA,"к. 2-151, од.зб. 1-250",1940,1960,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-151_1__2-152_1__2-153_1.pdf
Р26,1Г,opisi-2,2-152,1,Трактор ДТ-20,"к. 2-152, од.зб. 1-375",1952,1978,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-151_1__2-152_1__2-153_1.pdf
Р26,1Ґ,opisi-2,2-153,1,Колісний трактор ХТЗ-7,"к. 2-153, од.зб. 1-265",1948,1972,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-151_1__2-152_1__2-153_1.pdf
Р186,1,opisi-2,2-154,1,Сіялки,"к. 2-154, од.зб. 1-48",1953,1965,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-154_1.pdf
Р186,2,opisi-2,2-154,2,Сіялки,"к. 2-154, од.зб. 49-58",1972,1986,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-154_2.pdf
Р64,1А,opisi-2,2-155,1,"Буряконавантажувач (СНТ-2,1Б, ГРС-50). Самохідний буряконавантажувач-очищувач високої продуктивності 200 т/год. СПС-4,2","к. 2-155, од.зб. 1-263",1955,1981,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-155_1.pdf
Р64,2А,opisi-2,2-155,2,"Буряконавантажувач (СНТ-2,1Б, ГРС-50). Самохідний буряконавантажувач-очищувач високої продуктивності 200 т/год. СПС-4,2","к. 2-155, од.зб. 264-293",1975,1979,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-156_2.pdf
Р53,1В,opisi-2,2-156,1,"Очищувач качанів напівнавісний ООП-5,0","к. 2-156, од.зб. 1-245",1960,1973,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-156_1.pdf
Р41,1Б,opisi-2,2-157,1,Вальцювально-наплавний верстат КЖ-34,"к. 2-157, од.зб. 1-26",1959,1982,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-157_1__2-158_1.pdf
Р41,1В,opisi-2,2-158,1,Важкий токарний верстат моделі 1 А 665,"к. 2-158, од.зб. 1-44",1957,1981,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-157_1__2-158_1.pdf
Р20,1Б,opisi-2,2-159,1,Гідротурбіна для Кременчуцької ГЕС типу ПЛ-661-ВБ-800,"к. 2-159, од.зб. 1-101",1954,1974,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-159_1__2-160_1.pdf
Р20,1В,opisi-2,2-160,1,Гідротурбіна для ГЕС типу ЧИР-ЮРТ-I Пл-642-В-370,"к. 2-160, од.зб. 1-90",1954,1969,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-159_1__2-160_1.pdf
Р129,1,opisi-2,2-161,1,Радіально-свердлильний верстат з найбільшим діаметром свердління в сталі 75мм і найбільшим вильотом шпинделя 2000мм. модель 2Н57,"к. 2-161, од.зб. 1-40",1958,1968,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-161_1.pdf
