kind,level,ref,detail
sequence-gap,case,ДАЧгО-679-7,95 missing in 1..125: 30-124
sequence-gap,case,ДАЧгО-679-9,"53 missing in 1..76: 6-8,10,12,15-16,18-20,22-24,29-32,34,36,39-43,45-46,48-65,67-75"
sequence-gap,case,ДАЧгО-679-10,"42 missing in 1..4014: 2235,2295,2316,2351,2422,2482,2503,2510,2512,2524,2648,2718,2747,2774,2781,2791,2796,2798-2799,2804,2811,…"
sequence-gap,case,ДАЧгО-679-12,"842 missing in 1..1155: 8,10,13,15,17-38,40-43,45-53,55,57,59-60,63-64,66-69,71-72,75-113,120-122,124-130,132-134,140-145,148-149,160-184,…"
sequence-gap,case,ДАЧгО-679-14,"531 missing in 1..1202: 3,5,7-48,55,86,89,108-109,141,210,213,225,262-278,280-304,312,384,387,431,438,567-568,614,…"
sequence-gap,case,ДАЧгО-679-15,"202 missing in 1..236: 16,26,35-99,101-235"
sequence-gap,case,ДАЧгО-679-18,"376 missing in 82..515: 83-361,363-369,371-407,409,412-413,415-418,420-423,432,436-462,491-504"
sequence-gap,case,ДАЧгО-805-1,"423 missing in 3..477: 4-151,160-316,319,321-359,375,377-378,380-382,384-389,392-396,398-399,413-436,438-443,445-460,462-468,471-476"
sequence-gap,case,ДАЧгО-1462-2,"48 missing in 1..91: 2-4,7-29,31,33,35-50,56,59,71,74"
sequence-gap,case,ДАЧгО-1462-1,"586 missing in 1..15527: 1218,1233,2616,3154,3156,3176,3182,4566,5033-5135,5199-5250,5252-5296,5298-5319,5378,5388,5470-5478,5560-5571,5583,5651-5652,5654-5660,5692,…"
sequence-gap,case,ДАЧгО-1530-2,"948 missing in 1..1450: 184,204,209,322,326-412,439-441,450-470,472-495,497,504-526,529-550,561-586,589-639,665-720,724,726-746,748-763,765-767,769-771,773,…"
sequence-gap,case,ДАЧгО-1530-1,"1363 missing in 1..1444: 33-36,42-66,74-76,78,101-110,117-195,197-200,202-205,207-333,335-353,355-378,381-1443"
sequence-gap,case,ДАЧгО-1530-5,"26 missing in 5..56: 8,10,12,15,20-31,33-34,41,46,48-49,51,53-55"
sequence-gap,case,ДАЧгО-1530-6,"2 missing in 1..185: 40,48"
sequence-gap,case,ДАЧгО-1530-7,"14 missing in 1..386: 5,68,146,230,330-338,380"
sequence-gap,case,ДАЧгО-Р8983-1,"10 missing in 1..203: 133,156-161,163-165"
sequence-gap,case,ДАЧгО-Р8984-1,"2 missing in 1..188: 97,147"
sequence-gap,case,ДАЧгО-Р8987-1,1 missing in 12..115: 108
sequence-gap,case,ДАЧгО-Р8994-1,"2 missing in 2..247: 16,74"
sequence-gap,case,ДАЧгО-Р8996-1,4 missing in 2..122: 3-6
sequence-gap,case,ДАЧгО-Р8997-1,14 missing in 4..134: 88-101
sequence-gap,case,ДАЧгО-Р8998-1,1 missing in 6..274: 144
sequence-gap,case,ДАЧгО-Р8999-1,1 missing in 1..533: 130
sequence-gap,case,ДАЧгО-Р9000-1,1 missing in 1..107: 16
sequence-gap,case,ДАЧгО-Р9001-1,1 missing in 2..210: 64
copy-ambiguous,file,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007767339_006_M9MN-6G9,"parsed ""ДАЧгО-(679-6+++679-6+++679-6)"" does not single out one of 37 candidate files"
copy-ambiguous,file,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007767339_005_M9MN-6GM,"parsed ""ДАЧгО-(679-5+++679-5+++679-5)"" does not single out one of 125 candidate files"
copy-ambiguous,file,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007767339_008_M9MN-6GQ,"parsed ""ДАЧгО-(679-8+++679-8+++679-8)"" does not single out one of 11 candidate files"
copy-ambiguous,file,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007767339_007_M9MN-6GS,"parsed ""ДАЧгО-(679-7+++679-7+++679-7)"" does not single out one of 29 candidate files"
copy-ambiguous,file,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007767339_011_M9MN-6G4,"parsed ""ДАЧгО-(679-11+++679-11+++679-11)"" does not single out one of 40 candidate files"
