archive,code,fond,inventory,file,title,tags,years
ДААРК,321-1-14,321,1,14,"Метрична книга. Мечеть Ескі-Юрт ашага маале, м. Бахчисарай Сімферопольського пов. (татарською мовою, арабське письмо)",метрична книга|шлюб,1834-1834
ДААРК,321-1-105,321,1,105,"Метрична книга. Мечеть Маліш-ага маале, м. Бахчисарай Сімферопольського пов. (татарською мовою, арабське письмо)",метрична книга|смерть,1842-1842
ДААРК,321-1-32,321,1,32,"Метрична книга. Мечеть Орта-джамі маале, м. Бахчисарай Сімферопольського пов. (татарською мовою, арабське письмо)",метрична книга|смерть,1835-1835
ДААРК,321-1-61,321,1,61,"Метрична книга. Мечеть Умерша-Ефенді маале, м. Бахчисарай Сімферопольського пов. (татарською мовою, арабське письмо)",метрична книга|народження,1839-1839
ДААРК,321-1-57,321,1,57,"Метрична книга. Мечеть Умерша-Ефенді маале, м. Бахчисарай Сімферопольського пов. (татарською мовою, арабське письмо)",метрична книга|шлюб|розлучення,1838-1838
ДААРК,321-1-68,321,1,68,"Метрична книга. Мечеть Умерша-Ефенді маале, м. Бахчисарай Сімферопольського пов. (татарською мовою, арабське письмо)",метрична книга|шлюб|розлучення,1839-1839
ДААРК,321-1-33,321,1,33,"Метрична книга. Мечеть Умерша-Ефенді маале, м. Бахчисарай Сімферопольського пов. (татарською мовою, арабське письмо)",метрична книга|смерть,1835-1835
ДААРК,321-1-69,321,1,69,"Метрична книга. Мечеть Шеер-Устю маале, м. Бахчисарай Сімферопольського пов. (татарською мовою, арабське письмо)",метрична книга|народження,1840-1840
ДААРК,321-1-107,321,1,107,"Метрична книга. Мечеть Шеер-Устю маале, м. Бахчисарай Сімферопольського пов. (татарською мовою, арабське письмо)",метрична книга|смерть,1842-1842
ДААРК,370-1-14,370,1,14,"Метрична книга. Мечеть с. Біюк-Яшлав, Сімферопольського пов. Мангуської вол. (татарською мовою, арабське письмо)",метрична книга|шлюб|розлучення,1842-1842
ДААРК,370-1-23,370,1,23,"Метрична книга. Мечеть с. Біюк-Яшлав, Сімферопольського пов. Мангуської вол. (татарською мовою, арабське письмо)",метрична книга|смерть,1843-1843
ДААРК,324-1-56,324,1,56,"Метрична книга. Мечеть с. Дуваджи, Сімферопольського пов. Дуванкойської вол. (татарською мовою, арабське письмо)",метрична книга|смерть,1845-1845
ДААРК,324-1-69,324,1,69,"Метрична книга. Мечеть с. Сивриташ джума кесек, Сімферопольського пов. Дуванкойської вол. (татарською мовою, арабське письмо)",метрична книга|народження,1847-1847
ДААРК,324-1-28,324,1,28,"Метрична книга. Мечеть с. Сивриташ джума кесек, Сімферопольського пов. Дуванкойської вол. (татарською мовою, арабське письмо)",метрична книга|шлюб|розлучення,1842-1842
ДААРК,324-1-36,324,1,36,"Метрична книга. Мечеть с. Сивриташ джума кесек, Сімферопольського пов. Дуванкойської вол. (татарською мовою, арабське письмо)",метрична книга|шлюб,1843-1843
ДААРК,324-1-31,324,1,31,"Метрична книга. Мечеть с. Сивриташ джума кесек, Сімферопольського пов. Дуванкойської вол. (татарською мовою, арабське письмо)",метрична книга|смерть,1842-1842
ДААРК,319-1-290,319,1,290,"Метрична книга. Мечеть с. Бурундук, Феодосійского пов. (татарською мовою, арабське письмо)",метрична книга|народження,1839-1839
ДААРК,319-1-328,319,1,328,"Метрична книга. Мечеть с. Газіша-сарай, Феодосійського пов. (татарською мовою, арабське письмо)",метрична книга|шлюб,1862-1862
ДААРК,319-1-261,319,1,261,"Метрична книга. Мечеть с. Капсіхор, Феодосійського пов. (татарською мовою, арабське письмо)",метрична книга|народження,1861-1861
ДААРК,319-1-262,319,1,262,"Метрична книга. Мечеть с. Капсіхор, Феодосійського пов. (татарською мовою, арабське письмо)",метрична книга|народження,1861-1861
ДААРК,319-1-310,319,1,310,"Метрична книга. Мечеть с. Кози, Феодосійського пов. (татарською мовою, арабське письмо)",метрична книга|народження,1857-1857
ДААРК,319-1-294,319,1,294,"Метрична книга. Мечеть с. Кози, Феодосійського пов. (татарською мовою, арабське письмо)",метрична книга|шлюб,1840-1840
ДААРК,319-1-315,319,1,315,"Метрична книга. Мечеть с. Таракташ, Феодосійського пов. (татарською мовою, арабське письмо)",метрична книга|шлюб,1860-1860
ДААРК,319-1-316,319,1,316,"Метрична книга. Мечеть с. Таракташ, Феодосійського пов. (татарською мовою, арабське письмо)",метрична книга|шлюб,1860-1860
