oc_id,parsed,target
b9a64f46-ff2e-401c-b9d1-a1079dff7962,ДАДнО-Р161-1,ДАДНО-Р161-1
6c242bbc-2d91-479e-944d-a3f58fbaf42a,ДАДнО-Р161-2,ДАДНО-Р161-2
89ddf9fd-de87-4066-be84-8d7022b64c4a,ДАДнО-Р163-1,ДАДНО-Р163-1
8af1c0ab-a91e-4513-8db4-ac5fab2be005,ДАДнО-Р167-1,ДАДНО-Р167-1
cb48f531-092d-4b19-85ad-d08e90dd813d,ДАДнО-Р1679-1,ДАДНО-Р1679-1
1d49b6ac-5ece-456a-8b07-9e35f0608321,ДАДнО-Р1680-1,ДАДНО-Р1680-1
d2df5da1-cf3d-4f90-aac2-b4ea482900c8,ДАДнО-Р1680-1ДОД,ДАДНО-Р1680-1ДОД
ca6bc4fe-6b83-4082-a8e6-4fefe7222720,ДАДнО-Р1684-1,ДАДНО-Р1684-1
29956092-9b37-4614-a41e-7504a1d354e5,ДАДнО-Р1684-1,ДАДНО-Р1684-1
ccc6f026-f31b-4c13-b10b-6bfa59e83f73,ДАДнО-Р1684-10,ДАДНО-Р1684-10
2240dc19-5177-408e-bc52-965fd2ed7d20,ДАДнО-Р1684-11,ДАДНО-Р1684-11
39c1a332-af24-4b0c-aec4-bc4a79a63976,ДАДнО-Р1684-1ДОД,ДАДНО-Р1684-1ДОД
3bcbb388-a88b-46fa-a69d-5e2bc7645dc2,ДАДнО-Р1684-1ДОД,ДАДНО-Р1684-1ДОД
a3bd6690-79ed-4776-abcf-5c8657137608,ДАДнО-Р1684-2,ДАДНО-Р1684-2
00a00549-ed8b-471b-8b4c-9f7a9b3a7fa5,ДАДнО-Р1684-2ДОД,ДАДНО-Р1684-2ДОД
a201d42b-08fa-46ce-96ff-7911557c0675,ДАДнО-Р1684-2ДОД,ДАДНО-Р1684-2ДОД
c143639a-bb5d-4eeb-8ca6-c8577a352e91,ДАДнО-Р1684-3,ДАДНО-Р1684-3
57ed55a6-a6f4-4ac1-b4b8-d361b1a8ec7e,ДАДнО-Р1684-3ДОД,ДАДНО-Р1684-3ДОД
113a6efc-49a7-43a9-be21-e0170e839eb9,ДАДнО-Р1684-4,ДАДНО-Р1684-4
8a91c1e7-00f4-46d8-917a-af418397113d,ДАДнО-Р1684-5,ДАДНО-Р1684-5
e43641ad-1789-481d-8cc3-41185a7b40de,ДАДнО-Р1684-6,ДАДНО-Р1684-6
7feb01a2-784c-4e9a-86b0-f7162ef59bc7,ДАДнО-Р1684-8,ДАДНО-Р1684-8
cedcc941-f9a9-4bb1-840e-7722493674fd,ДАДнО-Р1692-1,ДАДНО-Р1692-1
b07cc468-aeaa-47be-bd36-95589e40f88d,ДАДнО-Р1703-1ДОД,ДАДНО-Р1703-1ДОД
4a1e2030-5341-47b9-85cb-025e769ae77c,ДАДнО-Р1703-2,ДАДНО-Р1703-2
23be614f-c6dc-43cc-85d6-e1cf123da81f,ДАДнО-Р1738-1,ДАДНО-Р1738-1
5bb7925a-ed19-4f59-ad02-2c4b974ebcd7,ДАДнО-Р1739-1,ДАДНО-Р1739-1
49fc84b9-62d0-4ab1-9478-e710a29cdc16,ДАДнО-Р1741-1,ДАДНО-Р1741-1
a7da0ccc-ae9e-4409-b092-2be6c8d672c7,ДАДнО-Р1741-2,ДАДНО-Р1741-2
bc8de675-577c-4555-b510-03acfc3725ed,ДАДнО-Р1742-1,ДАДНО-Р1742-1
