id,info
469f3fa4-9b71-4645-9f4d-e8692e35c650,Повіт: Вінницький | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHK-K78R-5SZM?view=explore&groupId=TH-7738-145172-55122-72&lang=uk
46dd42df-047e-401c-8871-14de85880ceb,Повіт: Вінницький | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHK-V78R-P7L5?view=explore&groupId=TH-7738-145172-55122-72&lang=uk
47b69130-d11d-40d1-9c75-3b78d7343ec0,Повіт: Ковельський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHK-C731-Q916-T?view=explore&groupId=TH-7701-138496-65067-78&lang=uk
47c19707-0b96-4832-897f-89da645ef273,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHV-X7QL-77NY?view=explore&groupId=TH-7719-139101-67541-30&lang=uk
487aadc3-67b6-4943-9277-b37fc2f62a71,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHK-4731-S9B3-4?view=explore&groupId=TH-7701-138496-65071-66&lang=uk
48ccbcb3-8e9b-4e53-b46c-e250de5da57b,Повіт: Вінницький | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHK-N78R-LVW2?view=explore&groupId=TH-7738-145172-55122-72&lang=uk
4a28bf56-3217-4029-8efb-3df02d2ca8a7,Повіт: Ковельський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHK-4731-S95B-J?view=explore&groupId=TH-7701-138496-65067-78&lang=uk
4b1b7c03-7942-48dd-862b-658ce3befb31,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHK-G7QG-67QZ-M?view=explore&groupId=TH-7717-139297-1461-83&lang=uk
4ce338f3-e872-49cf-9f3d-d951bb4f046a,Повіт: Вінницький | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHK-H78R-69DW-7?view=explore&groupId=TH-7738-145172-55122-72&lang=uk
4d18c09a-a815-4767-a2bd-797134c35494,Повіт: Ямпільський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHN-GQ1J-29VV?view=explore&groupId=TH-7771-134223-7084-34&lang=uk
4d8276c9-0fe7-4522-9a23-d4fa42bb3d75,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHV-X7QL-7H4Z?view=explore&groupId=TH-7719-139101-67543-84&lang=uk
4fd1a90d-00a0-4d68-bf27-a3c646d64da3,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHJ-L7Q2-D78B-6?view=explore&groupId=TH-7719-139101-67532-31&lang=uk
5093f7ce-50c3-4978-9bfe-96714d776ec7,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHV-X7QL-7789?view=explore&groupId=TH-7719-139101-67541-30&lang=uk
511f5569-b379-4589-9d65-4efd0595fa5f,Повіт: Вінницький | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHK-H78R-69DH-W?view=explore&groupId=TH-7738-145172-55122-72&lang=uk
5129c43f-df8e-4d70-af92-829c8b52ed26,Повіт: Ямпільський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHJ-TQ1J-LXYC?view=explore&groupId=TH-7771-134223-7084-34&lang=uk
512b3c6d-3e80-4489-a63e-d079fa069a58,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHV-H7Q2-19FT-R?view=explore&groupId=TH-7719-139101-67543-84&lang=uk
54a71153-3722-4bf7-a027-6c4b229cc4e7,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHV-N7QL-47SY?view=explore&groupId=TH-7720-139102-77069-40&lang=uk
551e02ff-6ca7-486d-8aca-9b235aadabb9,Повіт: Ямпільський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHN-GQ1J-29GF?view=explore&groupId=TH-7771-134223-7084-34&lang=uk
56e92af2-39b7-4d72-855a-d76f03f46f5b,Повіт: Ямпільський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHJ-RQ1J-2YTQ?view=explore&groupId=TH-7771-134223-7084-34&lang=uk
